-75,162.5
-75,-77.5
-47.47,-133.1
-46.58,-134.9
-45.14,-137.3
-42.68,-141.3
-39.96,-144.8
-37.33,-147.5
-33.94,-150.5
-30.03,-153.5
-25.96,-155.9
-21.97,-157.9
-17.81,-159.6
-12.54,-161.1
-5.492,-162.2
-1.5,-162.5
0.31,-162.6
1.5,-162.5
5.492,-162.2
12.54,-161.1
17.81,-159.6
21.97,-157.9
25.96,-155.9
30.03,-153.5
33.94,-150.5
37.33,-147.5
39.96,-144.8
42.68,-141.3
45.14,-137.3
46.58,-134.9
47.34,-132.8
75,-77.5
75,162.5
-75,162.5
